"order_id","date","customer_name","region","product","category","quantity","unit_price","before_discount_amount","discount_amount","discount_percentage","sales_amount","value_cheking"
"ORD0195","2023-04-07","Customer_13","North","Stapler","Office Supplies",3,"3760.00","11280.00","2030.40","0.1800","9249.60","correct"
"ORD0196","2023-07-02","Customer_121","West","Table","Furniture",4,"3841.00","15364.00","2150.96","0.1400","13213.04","correct"
"ORD0197","2024-10-12","Customer_196","West","Monitor","Electronics",5,"2336.00","11680.00","2452.80","0.2100","9227.20","correct"
"ORD0198","2023-11-14","Customer_188","West","Stapler","Office Supplies",8,"2054.00","16432.00","985.92","0.0600","15446.08","correct"
"ORD0199","2023-05-03","Customer_40","North","Cabinet","Furniture",2,"4662.00","9324.00","2610.72","0.2800","6713.28","correct"
"ORD0200","2023-05-16","Customer_42","West","Desk","Furniture",2,"2393.00","4786.00","670.04","0.1400","4115.96","correct"
"ORD0201","2024-05-13","Customer_46","East","Pen","Office Supplies",9,"2098.00","18882.00","0.00","0.0000","18882.00","correct"
"ORD0202","2024-09-10","Customer_25","West","Chair","Furniture",8,"2028.00","16224.00","3569.28","0.2200","12654.72","correct"
"ORD0203","2024-01-10","Customer_194","North","Table","Furniture",10,"4499.00","44990.00","8998.00","0.2000","35992.00","correct"
"ORD0204","2023-07-17","Customer_55","West","Mobile","Electronics",1,"1236.00","1236.00","160.68","0.1300","1075.32","correct"
"ORD0205","2023-03-29","Customer_81","South","Stapler","Office Supplies",5,"1769.00","8845.00","707.60","0.0800","8137.40","correct"
"ORD0206","2024-03-10","Customer_110","South","Cabinet","Furniture",6,"244.00","1464.00","278.16","0.1900","1185.84","correct"
"ORD0207","2024-12-24","Customer_129","West","Printer","Electronics",9,"2914.00","26226.00","6031.98","0.2300","20194.02","correct"
"ORD0208","2023-01-20","Customer_142","West","Monitor","Electronics",1,"4910.00","4910.00","196.40","0.0400","4713.60","correct"
"ORD0209","2023-08-14","Customer_164","East","Desk","Furniture",8,"2083.00","16664.00","166.64","0.0100","16497.36","correct"
"ORD0210","2024-01-10","Customer_130","North","Cabinet","Furniture",10,"822.00","8220.00","2055.00","0.2500","6165.00","correct"
"ORD0211","2024-12-06","Customer_11","South","Chair","Furniture",7,"2759.00","19313.00","5600.77","0.2900","13712.23","correct"
"ORD0212","2024-08-22","Customer_27","North","Cabinet","Furniture",3,"4049.00","12147.00","1214.70","0.1000","10932.30","correct"
"ORD0213","2024-04-23","Customer_189","West","Mobile","Electronics",5,"3693.00","18465.00","3139.05","0.1700","15325.95","correct"
"ORD0214","2023-11-10","Customer_154","West","Pen","Office Supplies",8,"1541.00","12328.00","1972.48","0.1600","10355.52","correct"
"ORD0215","2023-10-18","Customer_135","West","Desk","Furniture",10,"3073.00","30730.00","307.30","0.0100","30422.70","correct"
"ORD0216","2023-08-18","Customer_67","West","Desk","Furniture",3,"2616.00","7848.00","549.36","0.0700","7298.64","correct"
"ORD0217","2024-09-25","Customer_156","North","Stapler","Office Supplies",10,"4622.00","46220.00","8319.60","0.1800","37900.40","correct"
"ORD0218","2023-02-20","Customer_102","West","Desk","Furniture",2,"2241.00","4482.00","1120.50","0.2500","3361.50","correct"
"ORD0219","2024-12-10","Customer_36","South","Chair","Furniture",7,"2582.00","18074.00","2711.10","0.1500","15362.90","correct"
"ORD0220","2024-11-04","Customer_119","West","Laptop","Electronics",10,"2626.00","26260.00","3151.20","0.1200","23108.80","correct"
"ORD0221","2024-08-19","Customer_91","North","Mobile","Electronics",6,"2974.00","17844.00","5174.76","0.2900","12669.24","correct"
"ORD0222","2024-05-20","Customer_38","East","Chair","Furniture",2,"1433.00","2866.00","343.92","0.1200","2522.08","correct"
"ORD0223","2024-12-19","Customer_75","North","Laptop","Electronics",10,"832.00","8320.00","1497.60","0.1800","6822.40","correct"
"ORD0224","2024-05-23","Customer_7","East","Laptop","Electronics",7,"3323.00","23261.00","6513.08","0.2800","16747.92","correct"
"ORD0225","2024-12-03","Customer_27","North","File","Office Supplies",4,"3046.00","12184.00","974.72","0.0800","11209.28","correct"
"ORD0226","2023-12-27","Customer_171","North","Monitor","Electronics",9,"322.00","2898.00","231.84","0.0800","2666.16","correct"
"ORD0227","2023-09-17","Customer_199","South","Chair","Furniture",3,"2520.00","7560.00","2116.80","0.2800","5443.20","correct"
"ORD0228","2023-10-30","Customer_184","West","Monitor","Electronics",3,"1444.00","4332.00","259.92","0.0600","4072.08","correct"
"ORD0229","2024-07-25","Customer_134","South","Desk","Furniture",3,"2255.00","6765.00","676.50","0.1000","6088.50","correct"
"ORD0230","2023-07-28","Customer_134","South","Cabinet","Furniture",8,"4543.00","36344.00","9086.00","0.2500","27258.00","correct"
"ORD0231","2024-04-07","Customer_4","West","Chair","Furniture",9,"2851.00","25659.00","1282.95","0.0500","24376.05","correct"
"ORD0232","2024-06-09","Customer_106","West","Cabinet","Furniture",6,"4174.00","25044.00","4507.92","0.1800","20536.08","correct"
"ORD0233","2023-11-02","Customer_143","South","File","Office Supplies",3,"4257.00","12771.00","510.84","0.0400","12260.16","correct"
"ORD0234","2024-07-03","Customer_97","South","Chair","Furniture",3,"875.00","2625.00","288.75","0.1100","2336.25","correct"
"ORD0235","2024-05-14","Customer_135","West","Notebook","Office Supplies",5,"749.00","3745.00","1048.60","0.2800","2696.40","correct"
"ORD0236","2023-06-07","Customer_34","South","Mobile","Electronics",7,"4752.00","33264.00","6985.44","0.2100","26278.56","correct"
"ORD0237","2023-05-01","Customer_113","North","Monitor","Electronics",6,"1459.00","8754.00","2276.04","0.2600","6477.96","correct"
"ORD0238","2024-10-29","Customer_154","West","Pen","Office Supplies",10,"4496.00","44960.00","4945.60","0.1100","40014.40","correct"
"ORD0239","2024-08-11","Customer_117","West","Printer","Electronics",6,"3996.00","23976.00","5274.72","0.2200","18701.28","correct"
"ORD0240","2024-01-10","Customer_170","South","Table","Furniture",3,"2442.00","7326.00","293.04","0.0400","7032.96","correct"
"ORD0241","2024-10-31","Customer_71","East","Stapler","Office Supplies",10,"2234.00","22340.00","446.80","0.0200","21893.20","correct"
"ORD0242","2024-07-16","Customer_137","South","File","Office Supplies",7,"3519.00","24633.00","4187.61","0.1700","20445.39","correct"
"ORD0243","2023-07-07","Customer_194","North","Printer","Electronics",9,"4706.00","42354.00","2541.24","0.0600","39812.76","correct"
"ORD0244","2023-08-18","Customer_195","East","Cabinet","Furniture",4,"2180.00","8720.00","436.00","0.0500","8284.00","correct"
"ORD0245","2024-11-25","Customer_55","West","Notebook","Office Supplies",8,"4266.00","34128.00","4095.36","0.1200","30032.64","correct"
"ORD0246","2023-02-07","Customer_119","West","Pen","Office Supplies",8,"188.00","1504.00","240.64","0.1600","1263.36","correct"
"ORD0247","2023-04-16","Customer_72","East","Notebook","Office Supplies",5,"4510.00","22550.00","902.00","0.0400","21648.00","correct"
"ORD0248","2024-09-08","Customer_148","South","Mobile","Electronics",1,"3446.00","3446.00","758.12","0.2200","2687.88","correct"
"ORD0249","2023-07-26","Customer_45","North","Monitor","Electronics",2,"1781.00","3562.00","819.26","0.2300","2742.74","correct"
"ORD0250","2024-09-25","Customer_89","West","Pen","Office Supplies",3,"4566.00","13698.00","3972.42","0.2900","9725.58","correct"
"ORD0251","2023-07-11","Customer_152","North","Stapler","Office Supplies",1,"507.00","507.00","50.70","0.1000","456.30","correct"
"ORD0252","2024-05-02","Customer_42","West","Printer","Electronics",10,"1546.00","15460.00","2937.40","0.1900","12522.60","correct"
"ORD0253","2023-05-28","Customer_182","East","Notebook","Office Supplies",4,"3646.00","14584.00","3500.16","0.2400","11083.84","correct"
"ORD0254","2023-07-15","Customer_198","West","Mobile","Electronics",2,"3706.00","7412.00","1408.28","0.1900","6003.72","correct"
"ORD0255","2024-02-25","Customer_120","West","Mobile","Electronics",10,"4255.00","42550.00","3404.00","0.0800","39146.00","correct"
"ORD0256","2023-12-09","Customer_39","West","Printer","Electronics",5,"175.00","875.00","61.25","0.0700","813.75","correct"
"ORD0257","2023-04-09","Customer_163","East","Chair","Furniture",6,"1777.00","10662.00","3091.98","0.2900","7570.02","correct"
"ORD0258","2023-06-20","Customer_99","West","Cabinet","Furniture",1,"1920.00","1920.00","441.60","0.2300","1478.40","correct"
"ORD0259","2023-11-26","Customer_44","West","Desk","Furniture",8,"1347.00","10776.00","1185.36","0.1100","9590.64","correct"
"ORD0260","2023-03-20","Customer_81","South","Stapler","Office Supplies",2,"2235.00","4470.00","849.30","0.1900","3620.70","correct"
"ORD0261","2023-08-27","Customer_110","South","File","Office Supplies",5,"2127.00","10635.00","1063.50","0.1000","9571.50","correct"
"ORD0262","2023-02-18","Customer_181","West","Desk","Furniture",6,"3947.00","23682.00","2841.84","0.1200","20840.16","correct"
"ORD0263","2024-09-14","Customer_18","North","Pen","Office Supplies",6,"3640.00","21840.00","5460.00","0.2500","16380.00","correct"
"ORD0264","2024-08-06","Customer_96","North","Laptop","Electronics",10,"3914.00","39140.00","3914.00","0.1000","35226.00","correct"
"ORD0265","2023-01-03","Customer_72","East","Pen","Office Supplies",3,"4134.00","12402.00","620.10","0.0500","11781.90","correct"
"ORD0266","2024-05-27","Customer_123","North","Chair","Furniture",3,"293.00","879.00","263.70","0.3000","615.30","correct"
"ORD0267","2023-09-05","Customer_150","North","File","Office Supplies",10,"2189.00","21890.00","3283.50","0.1500","18606.50","correct"
"ORD0268","2023-06-16","Customer_56","West","Cabinet","Furniture",7,"3315.00","23205.00","2088.45","0.0900","21116.55","correct"
"ORD0269","2023-11-16","Customer_134","South","Stapler","Office Supplies",8,"1681.00","13448.00","941.36","0.0700","12506.64","correct"
"ORD0270","2024-04-27","Customer_78","North","Laptop","Electronics",3,"907.00","2721.00","462.57","0.1700","2258.43","correct"
"ORD0271","2023-05-15","Customer_96","North","Printer","Electronics",7,"3820.00","26740.00","6685.00","0.2500","20055.00","correct"
"ORD0272","2023-05-04","Customer_140","North","Desk","Furniture",4,"987.00","3948.00","552.72","0.1400","3395.28","correct"
"ORD0273","2024-09-30","Customer_175","North","Pen","Office Supplies",7,"754.00","5278.00","1108.38","0.2100","4169.62","correct"
"ORD0274","2024-06-20","Customer_43","South","Printer","Electronics",9,"3268.00","29412.00","7353.00","0.2500","22059.00","correct"
"ORD0275","2023-11-04","Customer_99","West","Cabinet","Furniture",4,"4612.00","18448.00","4796.48","0.2600","13651.52","correct"
"ORD0276","2024-05-16","Customer_38","East","Stapler","Office Supplies",6,"319.00","1914.00","497.64","0.2600","1416.36","correct"
"ORD0277","2023-10-18","Customer_165","East","Monitor","Electronics",9,"3722.00","33498.00","1674.90","0.0500","31823.10","correct"
"ORD0278","2023-02-02","Customer_5","North","Stapler","Office Supplies",1,"3474.00","3474.00","868.50","0.2500","2605.50","correct"
"ORD0279","2024-07-10","Customer_9","South","Desk","Furniture",2,"1617.00","3234.00","873.18","0.2700","2360.82","correct"
"ORD0280","2024-02-16","Customer_4","West","Mobile","Electronics",10,"904.00","9040.00","2621.60","0.2900","6418.40","correct"
"ORD0281","2023-01-20","Customer_55","West","Mobile","Electronics",4,"3837.00","15348.00","1074.36","0.0700","14273.64","correct"
"ORD0282","2023-06-13","Customer_88","South","Notebook","Office Supplies",1,"3018.00","3018.00","120.72","0.0400","2897.28","correct"
"ORD0283","2023-05-15","Customer_13","North","Cabinet","Furniture",5,"198.00","990.00","188.10","0.1900","801.90","correct"
"ORD0284","2023-01-09","Customer_84","East","Notebook","Office Supplies",7,"3870.00","27090.00","7856.10","0.2900","19233.90","correct"
"ORD0285","2023-12-19","Customer_174","West","Cabinet","Furniture",4,"2610.00","10440.00","1252.80","0.1200","9187.20","correct"
"ORD0286","2024-01-26","Customer_153","West","Notebook","Office Supplies",5,"2485.00","12425.00","1988.00","0.1600","10437.00","correct"
"ORD0287","2024-09-22","Customer_16","West","Mobile","Electronics",10,"207.00","2070.00","269.10","0.1300","1800.90","correct"
"ORD0288","2023-01-16","Customer_95","West","Printer","Electronics",3,"4055.00","12165.00","1338.15","0.1100","10826.85","correct"
"ORD0289","2024-10-02","Customer_66","West","Notebook","Office Supplies",1,"2149.00","2149.00","279.37","0.1300","1869.63","correct"
"ORD0290","2024-04-19","Customer_70","East","Pen","Office Supplies",6,"1979.00","11874.00","1187.40","0.1000","10686.60","correct"
"ORD0291","2024-07-13","Customer_99","West","Printer","Electronics",5,"2282.00","11410.00","456.40","0.0400","10953.60","correct"
"ORD0292","2023-06-02","Customer_70","East","Table","Furniture",1,"2251.00","2251.00","495.22","0.2200","1755.78","correct"
"ORD0293","2024-11-05","Customer_69","West","Chair","Furniture",8,"2525.00","20200.00","3232.00","0.1600","16968.00","correct"
"ORD0294","2024-02-21","Customer_141","West","Notebook","Office Supplies",4,"4312.00","17248.00","2932.16","0.1700","14315.84","correct"
"ORD0295","2023-08-16","Customer_47","North","Notebook","Office Supplies",9,"2801.00","25209.00","3781.35","0.1500","21427.65","correct"
"ORD0296","2024-12-12","Customer_187","South","Pen","Office Supplies",3,"3366.00","10098.00","1413.72","0.1400","8684.28","correct"
"ORD0297","2023-11-10","Customer_186","West","Notebook","Office Supplies",5,"781.00","3905.00","702.90","0.1800","3202.10","correct"
"ORD0298","2024-09-08","Customer_95","West","Stapler","Office Supplies",10,"3816.00","38160.00","2289.60","0.0600","35870.40","correct"
"ORD0299","2024-09-30","Customer_97","South","Laptop","Electronics",1,"1533.00","1533.00","30.66","0.0200","1502.34","correct"
"ORD0300","2023-06-08","Customer_54","South","Table","Furniture",2,"719.00","1438.00","388.26","0.2700","1049.74","correct"
"ORD0301","2023-12-07","Customer_123","North","Laptop","Electronics",8,"3398.00","27184.00","4621.28","0.1700","22562.72","correct"
"ORD0302","2023-08-06","Customer_56","West","Laptop","Electronics",1,"3276.00","3276.00","687.96","0.2100","2588.04","correct"
"ORD0303","2023-02-25","Customer_56","West","Monitor","Electronics",3,"3129.00","9387.00","1971.27","0.2100","7415.73","correct"
"ORD0304","2023-12-11","Customer_41","South","Pen","Office Supplies",7,"1268.00","8876.00","177.52","0.0200","8698.48","correct"
"ORD0305","2023-08-26","Customer_138","East","Desk","Furniture",4,"3997.00","15988.00","1438.92","0.0900","14549.08","correct"
"ORD0306","2023-08-03","Customer_96","North","Printer","Electronics",2,"872.00","1744.00","191.84","0.1100","1552.16","correct"
"ORD0307","2024-05-12","Customer_87","South","Notebook","Office Supplies",2,"2442.00","4884.00","1465.20","0.3000","3418.80","correct"
"ORD0308","2023-01-11","Customer_138","East","Pen","Office Supplies",9,"4811.00","43299.00","9092.79","0.2100","34206.21","correct"
"ORD0309","2023-08-03","Customer_130","North","Laptop","Electronics",10,"3115.00","31150.00","4672.50","0.1500","26477.50","correct"
"ORD0310","2024-10-18","Customer_73","South","File","Office Supplies",7,"3211.00","22477.00","3371.55","0.1500","19105.45","correct"
"ORD0311","2024-11-17","Customer_101","East","Cabinet","Furniture",9,"2436.00","21924.00","5261.76","0.2400","16662.24","correct"
"ORD0312","2024-10-26","Customer_9","South","Monitor","Electronics",10,"3234.00","32340.00","5174.40","0.1600","27165.60","correct"
"ORD0313","2023-03-28","Customer_169","North","Desk","Furniture",1,"846.00","846.00","33.84","0.0400","812.16","correct"
"ORD0314","2024-06-28","Customer_146","West","Notebook","Office Supplies",7,"2521.00","17647.00","3529.40","0.2000","14117.60","correct"
"ORD0315","2023-06-13","Customer_159","West","Pen","Office Supplies",8,"1453.00","11624.00","232.48","0.0200","11391.52","correct"
"ORD0316","2024-11-12","Customer_13","North","Notebook","Office Supplies",8,"118.00","944.00","151.04","0.1600","792.96","correct"
"ORD0317","2023-01-13","Customer_53","North","Mobile","Electronics",4,"593.00","2372.00","664.16","0.2800","1707.84","correct"
"ORD0318","2024-02-22","Customer_98","West","Monitor","Electronics",3,"2387.00","7161.00","1074.15","0.1500","6086.85","correct"
"ORD0319","2023-09-02","Customer_170","South","Table","Furniture",5,"514.00","2570.00","205.60","0.0800","2364.40","correct"
"ORD0320","2024-01-20","Customer_91","North","Table","Furniture",6,"2427.00","14562.00","1456.20","0.1000","13105.80","correct"
"ORD0321","2024-06-20","Customer_151","West","Pen","Office Supplies",3,"4574.00","13722.00","1646.64","0.1200","12075.36","correct"
"ORD0322","2024-07-12","Customer_123","North","Pen","Office Supplies",1,"1363.00","1363.00","163.56","0.1200","1199.44","correct"
"ORD0323","2024-04-17","Customer_155","South","Pen","Office Supplies",6,"2301.00","13806.00","1656.72","0.1200","12149.28","correct"
"ORD0324","2023-07-19","Customer_95","West","Notebook","Office Supplies",5,"4547.00","22735.00","6365.80","0.2800","16369.20","correct"
"ORD0325","2024-03-13","Customer_17","West","Desk","Furniture",10,"1195.00","11950.00","2151.00","0.1800","9799.00","correct"
"ORD0326","2024-06-13","Customer_28","West","Mobile","Electronics",5,"3907.00","19535.00","2539.55","0.1300","16995.45","correct"
"ORD0327","2023-10-25","Customer_134","South","Chair","Furniture",6,"4512.00","27072.00","2707.20","0.1000","24364.80","correct"
"ORD0328","2023-05-23","Customer_1","South","Monitor","Electronics",1,"1577.00","1577.00","94.62","0.0600","1482.38","correct"
"ORD0329","2024-04-21","Customer_182","East","Laptop","Electronics",1,"2327.00","2327.00","511.94","0.2200","1815.06","correct"
"ORD0330","2023-06-12","Customer_15","South","Cabinet","Furniture",7,"529.00","3703.00","851.69","0.2300","2851.31","correct"
"ORD0331","2024-08-11","Customer_24","West","Chair","Furniture",1,"3410.00","3410.00","545.60","0.1600","2864.40","correct"
"ORD0332","2024-09-17","Customer_132","North","File","Office Supplies",4,"696.00","2784.00","473.28","0.1700","2310.72","correct"
"ORD0333","2024-09-14","Customer_179","West","Laptop","Electronics",1,"313.00","313.00","34.43","0.1100","278.57","correct"
"ORD0334","2024-07-19","Customer_132","North","Cabinet","Furniture",3,"3234.00","9702.00","2231.46","0.2300","7470.54","correct"
"ORD0335","2023-08-02","Customer_189","West","Mobile","Electronics",7,"1022.00","7154.00","1931.58","0.2700","5222.42","correct"
"ORD0336","2024-06-18","Customer_20","North","Pen","Office Supplies",3,"3473.00","10419.00","833.52","0.0800","9585.48","correct"
"ORD0337","2023-09-22","Customer_129","West","Table","Furniture",8,"1325.00","10600.00","2862.00","0.2700","7738.00","correct"
"ORD0338","2024-03-02","Customer_28","West","Cabinet","Furniture",2,"302.00","604.00","181.20","0.3000","422.80","correct"
"ORD0339","2023-08-17","Customer_83","North","Stapler","Office Supplies",2,"4606.00","9212.00","1750.28","0.1900","7461.72","correct"
"ORD0340","2023-07-03","Customer_121","West","Notebook","Office Supplies",4,"4122.00","16488.00","824.40","0.0500","15663.60","correct"
"ORD0341","2024-09-28","Customer_58","South","Cabinet","Furniture",1,"1250.00","1250.00","50.00","0.0400","1200.00","correct"
"ORD0342","2023-06-12","Customer_181","West","File","Office Supplies",10,"2265.00","22650.00","3850.50","0.1700","18799.50","correct"
"ORD0343","2023-02-02","Customer_68","West","Laptop","Electronics",2,"1558.00","3116.00","93.48","0.0300","3022.52","correct"
"ORD0344","2023-06-15","Customer_19","West","Monitor","Electronics",1,"2718.00","2718.00","733.86","0.2700","1984.14","correct"
"ORD0345","2024-07-19","Customer_5","North","Cabinet","Furniture",7,"2612.00","18284.00","4753.84","0.2600","13530.16","correct"
"ORD0346","2024-07-04","Customer_8","West","Table","Furniture",9,"1794.00","16146.00","1453.14","0.0900","14692.86","correct"
"ORD0347","2023-04-28","Customer_85","West","Pen","Office Supplies",2,"1221.00","2442.00","463.98","0.1900","1978.02","correct"
"ORD0348","2023-01-29","Customer_111","East","Mobile","Electronics",3,"997.00","2991.00","867.39","0.2900","2123.61","correct"
"ORD0349","2023-12-31","Customer_4","West","Pen","Office Supplies",4,"3532.00","14128.00","2543.04","0.1800","11584.96","correct"
"ORD0350","2023-11-11","Customer_18","North","Desk","Furniture",9,"185.00","1665.00","16.65","0.0100","1648.35","correct"
"ORD0351","2023-09-09","Customer_150","North","Printer","Electronics",10,"672.00","6720.00","2016.00","0.3000","4704.00","correct"
"ORD0352","2023-08-08","Customer_15","South","Pen","Office Supplies",10,"4724.00","47240.00","4724.00","0.1000","42516.00","correct"
"ORD0353","2024-02-05","Customer_105","West","Stapler","Office Supplies",4,"4069.00","16276.00","4394.52","0.2700","11881.48","correct"
"ORD0354","2023-03-28","Customer_127","North","Desk","Furniture",3,"4553.00","13659.00","1775.67","0.1300","11883.33","correct"
"ORD0355","2023-03-22","Customer_165","East","Printer","Electronics",7,"633.00","4431.00","1240.68","0.2800","3190.32","correct"
"ORD0356","2023-09-05","Customer_30","West","Printer","Electronics",2,"521.00","1042.00","281.34","0.2700","760.66","correct"
"ORD0357","2024-08-21","Customer_43","South","Chair","Furniture",2,"745.00","1490.00","149.00","0.1000","1341.00","correct"
"ORD0358","2023-04-22","Customer_69","West","Mobile","Electronics",5,"2962.00","14810.00","3850.60","0.2600","10959.40","correct"
"ORD0359","2024-02-19","Customer_122","West","Monitor","Electronics",8,"3627.00","29016.00","2901.60","0.1000","26114.40","correct"
"ORD0360","2024-05-27","Customer_15","South","Desk","Furniture",10,"2396.00","23960.00","6229.60","0.2600","17730.40","correct"
"ORD0361","2024-06-06","Customer_107","West","Table","Furniture",6,"420.00","2520.00","0.00","0.0000","2520.00","correct"
"ORD0362","2023-12-08","Customer_69","West","Table","Furniture",7,"2323.00","16261.00","4553.08","0.2800","11707.92","correct"
"ORD0363","2023-07-01","Customer_98","West","Table","Furniture",10,"156.00","1560.00","405.60","0.2600","1154.40","correct"
"ORD0364","2024-01-19","Customer_79","West","Notebook","Office Supplies",6,"1728.00","10368.00","1762.56","0.1700","8605.44","correct"
"ORD0365","2024-12-29","Customer_36","South","Printer","Electronics",10,"4745.00","47450.00","11862.50","0.2500","35587.50","correct"
"ORD0366","2023-07-18","Customer_77","North","File","Office Supplies",7,"1392.00","9744.00","487.20","0.0500","9256.80","correct"
"ORD0367","2024-06-05","Customer_13","North","Cabinet","Furniture",8,"4350.00","34800.00","5916.00","0.1700","28884.00","correct"
"ORD0368","2024-09-24","Customer_155","South","Chair","Furniture",1,"4702.00","4702.00","470.20","0.1000","4231.80","correct"
"ORD0369","2024-05-14","Customer_167","South","Printer","Electronics",8,"3477.00","27816.00","1112.64","0.0400","26703.36","correct"
"ORD0370","2023-12-30","Customer_18","North","Cabinet","Furniture",9,"2197.00","19773.00","5536.44","0.2800","14236.56","correct"
"ORD0371","2023-05-27","Customer_180","East","Mobile","Electronics",3,"1946.00","5838.00","408.66","0.0700","5429.34","correct"
"ORD0372","2023-07-15","Customer_96","North","File","Office Supplies",3,"1160.00","3480.00","661.20","0.1900","2818.80","correct"
"ORD0373","2024-11-24","Customer_64","North","File","Office Supplies",8,"1704.00","13632.00","3953.28","0.2900","9678.72","correct"
"ORD0374","2023-06-07","Customer_177","East","Stapler","Office Supplies",7,"4872.00","34104.00","9890.16","0.2900","24213.84","correct"
"ORD0375","2023-05-12","Customer_122","West","Notebook","Office Supplies",3,"2164.00","6492.00","1947.60","0.3000","4544.40","correct"
"ORD0376","2023-08-15","Customer_64","North","Laptop","Electronics",6,"2491.00","14946.00","2092.44","0.1400","12853.56","correct"
"ORD0377","2023-02-14","Customer_194","North","Monitor","Electronics",7,"3783.00","26481.00","6090.63","0.2300","20390.37","correct"
"ORD0378","2024-10-05","Customer_72","East","Monitor","Electronics",8,"2488.00","19904.00","796.16","0.0400","19107.84","correct"
"ORD0379","2024-07-18","Customer_133","East","Monitor","Electronics",2,"2946.00","5892.00","1708.68","0.2900","4183.32","correct"
"ORD0380","2023-01-12","Customer_43","South","File","Office Supplies",3,"136.00","408.00","114.24","0.2800","293.76","correct"
"ORD0381","2023-11-20","Customer_190","West","Stapler","Office Supplies",2,"3491.00","6982.00","1536.04","0.2200","5445.96","correct"
"ORD0382","2023-06-23","Customer_179","West","Laptop","Electronics",1,"4164.00","4164.00","541.32","0.1300","3622.68","correct"
"ORD0383","2023-03-03","Customer_178","North","Pen","Office Supplies",5,"559.00","2795.00","698.75","0.2500","2096.25","correct"
"ORD0384","2024-10-13","Customer_61","East","Desk","Furniture",4,"3208.00","12832.00","898.24","0.0700","11933.76","correct"
"ORD0385","2024-02-01","Customer_193","South","Table","Furniture",8,"3871.00","30968.00","6503.28","0.2100","24464.72","correct"
"ORD0386","2023-09-23","Customer_185","South","Chair","Furniture",4,"2960.00","11840.00","1302.40","0.1100","10537.60","correct"
"ORD0387","2023-03-17","Customer_184","West","Desk","Furniture",9,"2516.00","22644.00","452.88","0.0200","22191.12","correct"
"ORD0388","2023-12-11","Customer_180","East","Stapler","Office Supplies",6,"1241.00","7446.00","1116.90","0.1500","6329.10","correct"
"ORD0389","2023-12-26","Customer_92","East","Chair","Furniture",1,"4348.00","4348.00","391.32","0.0900","3956.68","correct"
"ORD0390","2023-06-15","Customer_156","North","Desk","Furniture",10,"3553.00","35530.00","8527.20","0.2400","27002.80","correct"
"ORD0391","2023-06-08","Customer_196","West","Cabinet","Furniture",5,"1522.00","7610.00","1445.90","0.1900","6164.10","correct"
"ORD0392","2024-09-25","Customer_77","North","Cabinet","Furniture",10,"3605.00","36050.00","6489.00","0.1800","29561.00","correct"
"ORD0393","2024-04-19","Customer_185","South","Chair","Furniture",2,"1532.00","3064.00","91.92","0.0300","2972.08","correct"
"ORD0394","2023-03-02","Customer_59","South","Cabinet","Furniture",10,"2448.00","24480.00","6854.40","0.2800","17625.60","correct"
"ORD0395","2024-09-13","Customer_12","West","Printer","Electronics",8,"4630.00","37040.00","4444.80","0.1200","32595.20","correct"
"ORD0396","2024-02-28","Customer_7","East","Laptop","Electronics",10,"1028.00","10280.00","1130.80","0.1100","9149.20","correct"
"ORD0397","2023-04-13","Customer_171","North","Printer","Electronics",6,"2226.00","13356.00","2003.40","0.1500","11352.60","correct"
"ORD0398","2024-08-06","Customer_35","West","Printer","Electronics",5,"3917.00","19585.00","2937.75","0.1500","16647.25","correct"
"ORD0399","2023-06-23","Customer_131","West","File","Office Supplies",6,"1077.00","6462.00","969.30","0.1500","5492.70","correct"
"ORD0400","2023-02-08","Customer_24","West","Stapler","Office Supplies",5,"2409.00","12045.00","1445.40","0.1200","10599.60","correct"
"ORD0401","2024-10-04","Customer_6","North","Chair","Furniture",8,"489.00","3912.00","469.44","0.1200","3442.56","correct"
"ORD0402","2024-05-14","Customer_85","West","Table","Furniture",7,"3210.00","22470.00","5392.80","0.2400","17077.20","correct"
"ORD0403","2024-02-29","Customer_148","South","Mobile","Electronics",6,"4768.00","28608.00","286.08","0.0100","28321.92","correct"
"ORD0404","2023-02-25","Customer_41","South","Desk","Furniture",5,"1421.00","7105.00","1065.75","0.1500","6039.25","correct"
"ORD0405","2024-01-19","Customer_17","West","Cabinet","Furniture",10,"4957.00","49570.00","9418.30","0.1900","40151.70","correct"
"ORD0406","2023-06-19","Customer_83","North","Notebook","Office Supplies",6,"4765.00","28590.00","7147.50","0.2500","21442.50","correct"
"ORD0407","2023-07-07","Customer_179","West","Mobile","Electronics",6,"4132.00","24792.00","2727.12","0.1100","22064.88","correct"
"ORD0408","2023-09-01","Customer_122","West","Laptop","Electronics",1,"3076.00","3076.00","338.36","0.1100","2737.64","correct"
"ORD0409","2023-08-12","Customer_27","North","File","Office Supplies",3,"3704.00","11112.00","555.60","0.0500","10556.40","correct"
"ORD0410","2024-01-04","Customer_12","West","Table","Furniture",7,"1819.00","12733.00","636.65","0.0500","12096.35","correct"
"ORD0411","2023-09-17","Customer_32","South","Table","Furniture",7,"4119.00","28833.00","2018.31","0.0700","26814.69","correct"
"ORD0412","2024-06-10","Customer_130","North","File","Office Supplies",1,"4393.00","4393.00","43.93","0.0100","4349.07","correct"
"ORD0413","2023-10-10","Customer_34","South","Mobile","Electronics",2,"2364.00","4728.00","614.64","0.1300","4113.36","correct"
